prompt,julia code
"###Prompt:
Translate the problem below into this DSL:

minimize j
# Variable: None
# State: s, Q, Ey
# Control: j
# Dynamics
Q'(t) = ((-89 + S) - (-25 + P))
Ey'(t) = ((50 - j) / (74 / -60)),
# Initial Conditions
Q(13) = EV,
# Final Conditions
Q(49) = 79
Ey(49) = 14,
# State Constraints
Ey(t) => -93,
# Variable Constraints
,
# Control Constraints
j(t) <= Pa
where S = 0, Pa = 0, N = 45, EV = 17","###DSL:
S = 0
Pa = 0
N = 45
EV = 17

@def begin
    t ∈ [13, 49], time
    s = (Q, Ey) ∈ R², state
    j ∈ R, control

    # Dynamics
    ∂(Q)(t) == ((-89 + S) - (-25 + P))
    ∂(Ey)(t) == ((50 - j) / (74 / -60))

    # Initial Conditions
    Q(13) == EV

    # Final Conditions
    Q(49) == 79
    Ey(49) == 14

    # State Constraints
    Ey(t) ≥ -93

    # Variable Constraints

    # Control Constraints
    j(t) ≤ Pa

    # Objective
    j => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (t - S)
# Variable: x, SI, ti
# State: uc
# Control: cE
# Dynamics
uc'(t) = ((t + -64) / (c + S)),
# Initial Conditions
uc(ti) = u,
# Final Conditions
uc(93) = u,
# State Constraints
uc(t) => 25,
# Variable Constraints
SI <= u,
# Control Constraints

where u = ((64 * 19) / (30 - -78))","###DSL:
u = ((64 * 19) / (30 - -78))

@def begin
    x = (SI, ti) ∈ R², variable
    t ∈ [ti, 93], time
    uc ∈ R, state
    cE ∈ R, control

    # Dynamics
    ∂(uc)(t) == ((t + -64) / (c + S))

    # Initial Conditions
    uc(ti) == u

    # Final Conditions
    uc(93) == u

    # State Constraints
    uc(t) ≥ 25

    # Variable Constraints
    SI ≥ u
    ti ≤ 93

    # Control Constraints

    # Objective
    (t - S) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize M
# Variable: ti
# State: M
# Control: u, Ne, NO, Rw
# Dynamics
,
# Initial Conditions
M(ti) = I,
# Final Conditions
,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
Ne(t) => I
NO(t) => ck
Rw(t) <= -72
where I = -34, FS = ((I * I) * (I * 96)), ck = ((44 + -66) + (14 / -54))","###DSL:
I = -34
FS = ((I * I) * (I * 96))
ck = ((44 + -66) + (14 / -54))

@def begin
    ti ∈ R, variable
    t ∈ [ti, 52], time
    M ∈ R, state
    u = (Ne, NO, Rw) ∈ R³, control

    # Dynamics

    # Initial Conditions
    M(ti) == I

    # Final Conditions

    # State Constraints

    # Variable Constraints
    ti ≤ 52

    # Control Constraints
    Ne(t) ≥ I
    NO(t) ≥ ck
    Rw(t) ≤ -72

    # Objective
    M => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (h - b)
# Variable: x, hV, tf, nq
# State: s, lL, b
# Control: Xd
# Dynamics
lL'(t) = ((-79 - 9) - (h * X)),
# Initial Conditions
lL(91) = 35,
# Final Conditions
,
# State Constraints
lL(t) <= -10,
# Variable Constraints
nq <= -83,
# Control Constraints

","###DSL:

@def begin
    x = (hV, tf, nq) ∈ R³, variable
    t ∈ [91, tf], time
    s = (lL, b) ∈ R², state
    Xd ∈ R, control

    # Dynamics
    ∂(lL)(t) == ((-79 - 9) - (h * X))

    # Initial Conditions
    lL(91) == 35

    # Final Conditions

    # State Constraints
    lL(t) ≤ -10

    # Variable Constraints
    tf ≥ 91
    nq ≤ -83

    # Control Constraints

    # Objective
    (h - b) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize x
# Variable: x, ti, tf
# State: s, qT, XA, CY
# Control: u, jG, B, h
# Dynamics
qT'(t) = ((25 * 51) + (56 + j))
CY'(t) = ((14 + 44) * (u + 40)),
# Initial Conditions
qT(ti) = -63
CY(ti) = 81,
# Final Conditions
,
# State Constraints
XA(t) => 6
CY(t) => 10,
# Variable Constraints
,
# Control Constraints
-38 <= jG(t) <= -62
97 <= h(t) <= -63
","###DSL:

@def begin
    x = (ti, tf) ∈ R², variable
    t ∈ [ti, tf], time
    s = (qT, XA, CY) ∈ R³, state
    u = (jG, B, h) ∈ R³, control

    # Dynamics
    ∂(qT)(t) == ((25 * 51) + (56 + j))
    ∂(CY)(t) == ((14 + 44) * (u + 40))

    # Initial Conditions
    qT(ti) == -63
    CY(ti) == 81

    # Final Conditions

    # State Constraints
    XA(t) ≥ 6
    CY(t) ≥ 10

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    -38 ≤ jG(t) ≤ -62
    97 ≤ h(t) ≤ -63

    # Objective
    x => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize c
# Variable: None
# State: C
# Control: c
# Dynamics
C'(t) = ((-54 / 21) / (6 - c)),
# Initial Conditions
C(61) = 20,
# Final Conditions
C(74) = -70,
# State Constraints
C(t) <= -73,
# Variable Constraints
,
# Control Constraints

where C = ((-6 - -19) * (-42 - -45))","###DSL:
C = ((-6 - -19) * (-42 - -45))

@def begin
    t ∈ [61, 74], time
    C ∈ R, state
    c ∈ R, control

    # Dynamics
    ∂(C)(t) == ((-54 / 21) / (6 - c))

    # Initial Conditions
    C(61) == 20

    # Final Conditions
    C(74) == -70

    # State Constraints
    C(t) ≤ -73

    # Variable Constraints

    # Control Constraints

    # Objective
    c => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (g * s)
# Variable: None
# State: s, g, SA
# Control: V
# Dynamics
SA'(t) = ((V + -60) + (54 - -15)),
# Initial Conditions
g(0) = -25
SA(0) = -97,
# Final Conditions
SA(37) = 93,
# State Constraints
SA(t) <= -83,
# Variable Constraints
,
# Control Constraints
V(t) <= 32
","###DSL:

@def begin
    t ∈ [0, 37], time
    s = (g, SA) ∈ R², state
    V ∈ R, control

    # Dynamics
    ∂(SA)(t) == ((V + -60) + (54 - -15))

    # Initial Conditions
    g(0) == -25
    SA(0) == -97

    # Final Conditions
    SA(37) == 93

    # State Constraints
    SA(t) ≤ -83

    # Variable Constraints

    # Control Constraints
    V(t) ≤ 32

    # Objective
    (g * s) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize WW
# Variable: None
# State: s, NI, Vm, I
# Control: u, Dn, WW
# Dynamics
Vm'(t) = ((-53 / -56) + (u / 59)),
# Initial Conditions
NI(0) = -41
Vm(0) = ab
I(0) = ab,
# Final Conditions
NI(52) = -74
Vm(52) = r
I(52) = -39,
# State Constraints
Vm(t) <= AG,
# Variable Constraints
,
# Control Constraints

where lB = 44, ab = -4, Y = -51, r = 35, AG = 8","###DSL:
lB = 44
ab = -4
Y = -51
r = 35
AG = 8

@def begin
    t ∈ [0, 52], time
    s = (NI, Vm, I) ∈ R³, state
    u = (Dn, WW) ∈ R², control

    # Dynamics
    ∂(Vm)(t) == ((-53 / -56) + (u / 59))

    # Initial Conditions
    NI(0) == -41
    Vm(0) == ab
    I(0) == ab

    # Final Conditions
    NI(52) == -74
    Vm(52) == r
    I(52) == -39

    # State Constraints
    Vm(t) ≤ AG

    # Variable Constraints

    # Control Constraints

    # Objective
    WW => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (Z - t)
# Variable: x, tf, DS, ti
# State: Ev
# Control: u, rd, Z, V
# Dynamics
,
# Initial Conditions
,
# Final Conditions
Ev(tf) = M,
# State Constraints
Ev(t) => M,
# Variable Constraints
DS => g,
# Control Constraints
g <= rd(t) <= tY
-40 <= Z(t) <= g
35 => V(t) => R
where g = -39, C = 12, tY = -49, M = -33, R = -96Yq(Ev) = ((-35 / C) + (53 - 89)), NV(Ev) = ((-62 + 78) / (31 - E)), ","###DSL:
g = -39
C = 12
tY = -49
M = -33
R = -96
Yq(Ev) = ((-35 / C) + (53 - 89))
NV(Ev) = ((-62 + 78) / (31 - E))

@def begin
    x = (tf, DS, ti) ∈ R³, variable
    t ∈ [ti, tf], time
    Ev ∈ R, state
    u = (rd, Z, V) ∈ R³, control

    # Dynamics

    # Initial Conditions

    # Final Conditions
    Ev(tf) == M

    # State Constraints
    Ev(t) ≥ M

    # Variable Constraints
    DS ≤ g
    ti ≤ tf

    # Control Constraints
    g ≤ rd(t) ≤ tY
    -40 ≤ Z(t) ≤ g
    35 ≥ V(t) ≥ R

    # Objective
    (Z - t) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (Y / K)
# Variable: ti
# State: Yc
# Control: u, q, l, K
# Dynamics
Yc'(t) = ((-66 - -56) - (38 * 68)),
# Initial Conditions
Yc(ti) = -51,
# Final Conditions
Yc(99) = Cq,
# State Constraints
Yc(t) => Cq,
# Variable Constraints
,
# Control Constraints
-88 <= l(t) <= -35
where Cq = ((-93 - -75) * (-37 / -87))K(Yc) = ((Y + C) - (Y * -37)), ","###DSL:
Cq = ((-93 - -75) * (-37 / -87))
K(Yc) = ((Y + C) - (Y * -37))

@def begin
    ti ∈ R, variable
    t ∈ [ti, 99], time
    Yc ∈ R, state
    u = (q, l, K) ∈ R³, control

    # Dynamics
    ∂(Yc)(t) == ((-66 - -56) - (38 * 68))

    # Initial Conditions
    Yc(ti) == -51

    # Final Conditions
    Yc(99) == Cq

    # State Constraints
    Yc(t) ≥ Cq

    # Variable Constraints
    ti ≤ 99

    # Control Constraints
    -88 ≤ l(t) ≤ -35

    # Objective
    (Y / K) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize gw
# Variable: None
# State: gw
# Control: YZ
# Dynamics
,
# Initial Conditions
gw(0) = eR,
# Final Conditions
,
# State Constraints
gw(t) <= 76,
# Variable Constraints
,
# Control Constraints
YZ(t) <= eR
where eR = 75d(gw) = ((-1 + -57) / (5 * -96)), T(gw) = ((g * e) / (e * g)), JB(gw) = ((11 - -99) / (68 - g)), ","###DSL:
eR = 75
d(gw) = ((-1 + -57) / (5 * -96))
T(gw) = ((g * e) / (e * g))
JB(gw) = ((11 - -99) / (68 - g))

@def begin
    t ∈ [0, 81], time
    gw ∈ R, state
    YZ ∈ R, control

    # Dynamics

    # Initial Conditions
    gw(0) == eR

    # Final Conditions

    # State Constraints
    gw(t) ≤ 76

    # Variable Constraints

    # Control Constraints
    YZ(t) ≤ eR

    # Objective
    gw => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize (s / s)
# Variable: x, ti, Dt, tf
# State: s, zB, yq, x
# Control: d
# Dynamics
zB'(t) = ((x - -24) - (D / d))
yq'(t) = ((44 - -28) / (94 * 98)),
# Initial Conditions
zB(ti) = 86
yq(ti) = 33,
# Final Conditions
yq(tf) = -64
x(tf) = -85,
# State Constraints
zB(t) <= -90
yq(t) <= 99,
# Variable Constraints
Dt => 97,
# Control Constraints
d(t) <= 91
","###DSL:

@def begin
    x = (ti, Dt, tf) ∈ R³, variable
    t ∈ [ti, tf], time
    s = (zB, yq, x) ∈ R³, state
    d ∈ R, control

    # Dynamics
    ∂(zB)(t) == ((x - -24) - (D / d))
    ∂(yq)(t) == ((44 - -28) / (94 * 98))

    # Initial Conditions
    zB(ti) == 86
    yq(ti) == 33

    # Final Conditions
    yq(tf) == -64
    x(tf) == -85

    # State Constraints
    zB(t) ≤ -90
    yq(t) ≤ 99

    # Variable Constraints
    ti ≤ tf
    Dt ≥ 97

    # Control Constraints
    d(t) ≤ 91

    # Objective
    (s / s) => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

maximize Ry
# Variable: h
# State: s, c, hZ
# Control: u, Al, DD, Ry
# Dynamics
,
# Initial Conditions
c(0) = OH,
# Final Conditions
c(78) = 16
hZ(78) = 84,
# State Constraints
,
# Variable Constraints
h <= OH,
# Control Constraints
Al(t) => -66
Ry(t) <= -48
where Bc = -26, du = 41, Yc = 53, OH = 67, Xr = 37y(c) = ((27 + Y) * (19 + -64)), ","###DSL:
Bc = -26
du = 41
Yc = 53
OH = 67
Xr = 37
y(c) = ((27 + Y) * (19 + -64))

@def begin
    h ∈ R, variable
    t ∈ [0, 78], time
    s = (c, hZ) ∈ R², state
    u = (Al, DD, Ry) ∈ R³, control

    # Dynamics

    # Initial Conditions
    c(0) == OH

    # Final Conditions
    c(78) == 16
    hZ(78) == 84

    # State Constraints

    # Variable Constraints
    h ≥ OH

    # Control Constraints
    Al(t) ≥ -66
    Ry(t) ≤ -48

    # Objective
    Ry => max
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (t + t)
# Variable: x, tf, bK, ti
# State: s, Zu, A, ho
# Control: NY
# Dynamics
Zu'(t) = ((-8 - 3) * (N / k))
A'(t) = ((-99 * -41) * (-77 - 19))
ho'(t) = ((x - b) * (20 / -5)),
# Initial Conditions
Zu(ti) = Ne
A(ti) = -15
ho(ti) = e,
# Final Conditions
Zu(tf) = 49
A(tf) = -9
ho(tf) = 6,
# State Constraints
A(t) => -49,
# Variable Constraints
bK <= -24,
# Control Constraints
NY(t) => eA
where g = 50, e = 7, k = 41, eA = -48, Ne = ((33 + -30) + (-28 / 56))LL(ho) = ((90 / 59) + (58 / 51)), ","###DSL:
g = 50
e = 7
k = 41
eA = -48
Ne = ((33 + -30) + (-28 / 56))
LL(ho) = ((90 / 59) + (58 / 51))

@def begin
    x = (tf, bK, ti) ∈ R³, variable
    t ∈ [ti, tf], time
    s = (Zu, A, ho) ∈ R³, state
    NY ∈ R, control

    # Dynamics
    ∂(Zu)(t) == ((-8 - 3) * (N / k))
    ∂(A)(t) == ((-99 * -41) * (-77 - 19))
    ∂(ho)(t) == ((x - b) * (20 / -5))

    # Initial Conditions
    Zu(ti) == Ne
    A(ti) == -15
    ho(ti) == e

    # Final Conditions
    Zu(tf) == 49
    A(tf) == -9
    ho(tf) == 6

    # State Constraints
    A(t) ≥ -49

    # Variable Constraints
    bK ≤ -24
    ti ≤ tf

    # Control Constraints
    NY(t) ≥ eA

    # Objective
    (t + t) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (d / k)
# Variable: None
# State: s, kw, GH
# Control: u, i, X, d
# Dynamics
GH'(t) = ((m * -44) - (i + i)),
# Initial Conditions
kw(75) = -89
GH(75) = 56,
# Final Conditions
GH(85) = m,
# State Constraints
kw(t) <= m
GH(t) => 92,
# Variable Constraints
,
# Control Constraints
i(t) <= -53
X(t) <= -53
d(t) <= -39
where jV = ((-34 * 54) * (-41 + 67)), m = ((-55 * 89) * (jV / 12))","###DSL:
jV = ((-34 * 54) * (-41 + 67))
m = ((-55 * 89) * (jV / 12))

@def begin
    t ∈ [75, 85], time
    s = (kw, GH) ∈ R², state
    u = (i, X, d) ∈ R³, control

    # Dynamics
    ∂(GH)(t) == ((m * -44) - (i + i))

    # Initial Conditions
    kw(75) == -89
    GH(75) == 56

    # Final Conditions
    GH(85) == m

    # State Constraints
    kw(t) ≤ m
    GH(t) ≥ 92

    # Variable Constraints

    # Control Constraints
    i(t) ≤ -53
    X(t) ≤ -53
    d(t) ≤ -39

    # Objective
    (d / k) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (x * t)
# Variable: x, ti, tf
# State: zQ
# Control: u, Zu, Tk
# Dynamics
,
# Initial Conditions
,
# Final Conditions
zQ(tf) = J,
# State Constraints
zQ(t) <= j,
# Variable Constraints
,
# Control Constraints
Zu(t) <= 60
j => Tk(t) => 24
where j = -83, zn = 32, J = -77, e = 37, ds = 73","###DSL:
j = -83
zn = 32
J = -77
e = 37
ds = 73

@def begin
    x = (ti, tf) ∈ R², variable
    t ∈ [ti, tf], time
    zQ ∈ R, state
    u = (Zu, Tk) ∈ R², control

    # Dynamics

    # Initial Conditions

    # Final Conditions
    zQ(tf) == J

    # State Constraints
    zQ(t) ≤ j

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    Zu(t) ≤ 60
    j ≥ Tk(t) ≥ 24

    # Objective
    (x * t) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize al
# Variable: None
# State: s, Rt, SW, S
# Control: u, al, Xv
# Dynamics
Rt'(t) = ((-99 / -16) - (-85 + a))
SW'(t) = ((86 / 50) * (a / 73)),
# Initial Conditions
Rt(0) = 64
SW(0) = JH
S(0) = -46,
# Final Conditions
Rt(99) = R
S(99) = JH,
# State Constraints
S(t) => -76,
# Variable Constraints
,
# Control Constraints
88 => al(t) => R
Xv(t) <= 26
where JH = ((-57 * 47) / (-28 + 49)), R = ((JH * JH) * (JH + -72))to(SW) = ((-73 / 81) * (S - J)), l(SW) = ((61 * S) / (13 * R)), g(SW) = ((-16 / J) + (J / S)), ","###DSL:
JH = ((-57 * 47) / (-28 + 49))
R = ((JH * JH) * (JH + -72))
to(SW) = ((-73 / 81) * (S - J))
l(SW) = ((61 * S) / (13 * R))
g(SW) = ((-16 / J) + (J / S))

@def begin
    t ∈ [0, 99], time
    s = (Rt, SW, S) ∈ R³, state
    u = (al, Xv) ∈ R², control

    # Dynamics
    ∂(Rt)(t) == ((-99 / -16) - (-85 + a))
    ∂(SW)(t) == ((86 / 50) * (a / 73))

    # Initial Conditions
    Rt(0) == 64
    SW(0) == JH
    S(0) == -46

    # Final Conditions
    Rt(99) == R
    S(99) == JH

    # State Constraints
    S(t) ≥ -76

    # Variable Constraints

    # Control Constraints
    88 ≥ al(t) ≥ R
    Xv(t) ≤ 26

    # Objective
    al => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize s
# Variable: x, tf, ti
# State: s, PU, R
# Control: u, KD, H, oV
# Dynamics
PU'(t) = ((99 / -7) - (-22 + -24)),
# Initial Conditions
PU(ti) = 58,
# Final Conditions
,
# State Constraints
PU(t) => 53,
# Variable Constraints
,
# Control Constraints
KD(t) => 16
H(t) <= -43
","###DSL:

@def begin
    x = (tf, ti) ∈ R², variable
    t ∈ [ti, tf], time
    s = (PU, R) ∈ R², state
    u = (KD, H, oV) ∈ R³, control

    # Dynamics
    ∂(PU)(t) == ((99 / -7) - (-22 + -24))

    # Initial Conditions
    PU(ti) == 58

    # Final Conditions

    # State Constraints
    PU(t) ≥ 53

    # Variable Constraints
    ti ≤ tf

    # Control Constraints
    KD(t) ≥ 16
    H(t) ≤ -43

    # Objective
    s => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (S + x)
# Variable: x, SG, L, tf
# State: s, Ua, b
# Control: u, x, Jx, x
# Dynamics
Ua'(t) = ((L * x) + (x / x)),
# Initial Conditions
b(0) = s,
# Final Conditions
Ua(tf) = D,
# State Constraints
Ua(t) <= 30
b(t) => -97,
# Variable Constraints
SG <= 28,
# Control Constraints
-52 => Jx(t) => D
where s = ((2 - 2) / (60 / 34)), D = ((s - -74) * (-79 * -70))bL(b) = ((-26 * b) * (59 * b)), jp(Ua) = ((D - -89) - (58 * 85)), ","###DSL:
s = ((2 - 2) / (60 / 34))
D = ((s - -74) * (-79 * -70))
bL(b) = ((-26 * b) * (59 * b))
jp(Ua) = ((D - -89) - (58 * 85))

@def begin
    x = (SG, L, tf) ∈ R³, variable
    t ∈ [0, tf], time
    s = (Ua, b) ∈ R², state
    u = (x, Jx, x) ∈ R³, control

    # Dynamics
    ∂(Ua)(t) == ((L * x) + (x / x))

    # Initial Conditions
    b(0) == s

    # Final Conditions
    Ua(tf) == D

    # State Constraints
    Ua(t) ≤ 30
    b(t) ≥ -97

    # Variable Constraints
    SG ≥ 28
    tf ≥ 0

    # Control Constraints
    -52 ≥ Jx(t) ≥ D

    # Objective
    (S + x) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize fg
# Variable: TH
# State: s, fg, J
# Control: V
# Dynamics
fg'(t) = ((z / 32) / (-7 + J)),
# Initial Conditions
fg(0) = kf
J(0) = z,
# Final Conditions
fg(80) = -76
J(80) = -9,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
QB <= V(t) <= -24
where z = -96, Ju = 42, sB = -23, kf = 29, QB = 40JI(J) = ((z - z) - (z + z)), W(fg) = ((27 / 89) / (-74 + J)), ","###DSL:
z = -96
Ju = 42
sB = -23
kf = 29
QB = 40
JI(J) = ((z - z) - (z + z))
W(fg) = ((27 / 89) / (-74 + J))

@def begin
    TH ∈ R, variable
    t ∈ [0, 80], time
    s = (fg, J) ∈ R², state
    V ∈ R, control

    # Dynamics
    ∂(fg)(t) == ((z / 32) / (-7 + J))

    # Initial Conditions
    fg(0) == kf
    J(0) == z

    # Final Conditions
    fg(80) == -76
    J(80) == -9

    # State Constraints

    # Variable Constraints

    # Control Constraints
    QB ≤ V(t) ≤ -24

    # Objective
    fg => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (J + o)
# Variable: None
# State: oW
# Control: J
# Dynamics
,
# Initial Conditions
oW(0) = mt,
# Final Conditions
oW(15) = -91,
# State Constraints
,
# Variable Constraints
,
# Control Constraints
J(t) => mt
where mt = ((-68 - -16) + (-70 / -25))u(oW) = ((m * -85) + (o - 76)), ","###DSL:
mt = ((-68 - -16) + (-70 / -25))
u(oW) = ((m * -85) + (o - 76))

@def begin
    t ∈ [0, 15], time
    oW ∈ R, state
    J ∈ R, control

    # Dynamics

    # Initial Conditions
    oW(0) == mt

    # Final Conditions
    oW(15) == -91

    # State Constraints

    # Variable Constraints

    # Control Constraints
    J(t) ≥ mt

    # Objective
    (J + o) => min
end
<TOKEN_FINAL>"
"###Prompt:
Translate the problem below into this DSL:

minimize (q + q)
# Variable: None
# State: s, o, c, g
# Control: u, D, qU
# Dynamics
o'(t) = ((D / y) - (p * v))
c'(t) = ((D / 71) * (x + p)),
# Initial Conditions
o(0) = -23
c(0) = w
g(0) = vX,
# Final Conditions
o(96) = -68
c(96) = 14,
# State Constraints
o(t) <= 100
c(t) <= x
g(t) <= 83,
# Variable Constraints
,
# Control Constraints
D(t) <= p
-29 <= qU(t) <= -63
where vX = -62, x = 90, p = 73, w = -67, y = 14","###DSL:
vX = -62
x = 90
p = 73
w = -67
y = 14

@def begin
    t ∈ [0, 96], time
    s = (o, c, g) ∈ R³, state
    u = (D, qU) ∈ R², control

    # Dynamics
    ∂(o)(t) == ((D / y) - (p * v))
    ∂(c)(t) == ((D / 71) * (x + p))

    # Initial Conditions
    o(0) == -23
    c(0) == w
    g(0) == vX

    # Final Conditions
    o(96) == -68
    c(96) == 14

    # State Constraints
    o(t) ≤ 100
    c(t) ≤ x
    g(t) ≤ 83

    # Variable Constraints

    # Control Constraints
    D(t) ≤ p
    -29 ≤ qU(t) ≤ -63

    # Objective
    (q + q) => min
end
<TOKEN_FINAL>"
